html_file,table_num,属性名,説明,属性の型
KsjTmplt-N04.html,2,道路密度_左,3次メッシュの左辺と道路の交差数。,整数型　0以上99以下
KsjTmplt-N04.html,2,道路密度_上,3次メッシュの上辺と道路の交差数。,整数型　0以上99以下
KsjTmplt-N04.html,2,道路密度_右,3次メッシュの右辺と道路の交差数。,整数型　0以上99以下
KsjTmplt-N04.html,2,道路密度_下,3次メッシュの下辺と道路の交差数。,整数型　0以上99以下
KsjTmplt-N04.html,2,実延長,3次メッシュ内の道路延長の合計（実延長）。単位は「m」とする。,整数型　0以上99999以下
KsjTmplt-N05-v1_3.html,1,事業者種別(N05_001),鉄道路線の事業者を区分するコード。,コードリスト「事業者種別コード」
KsjTmplt-N05-v1_3.html,1,路線名(N05_002),鉄道路線の名称。,文字列型(CharacterString)
KsjTmplt-N05-v1_3.html,1,運営会社(N05_003),鉄道路線を運営する会社名。,文字列型(CharacterString)
KsjTmplt-N05-v1_3.html,1,供用開始年(N05_004),当該区間の供用が開始された年（西暦年）。,時間型（TM_Instant）
KsjTmplt-N05-v1_3.html,1,設置期間（設置開始）(N05_005b)設置期間（設置終了）(N05_005e),"鉄道路線、駅が設置された年（西暦年）。なお、昭和25年以前に設置された場合は1950とする。
      鉄道路線、駅が変更・廃止された年の一年前の年（西暦年）。現存する場合は9999、不明な場合は999とする",時間型（TM_Instant）
KsjTmplt-N05-v1_3.html,1,関係ID(N05_006),路線および駅の属性が変更された場合の同一地物である事を表すグループID（その他の情報欄に詳細を説明）,文字列型(CharacterString)
KsjTmplt-N05-v1_3.html,1,変遷ID(N05_007),同一年次に複数回属性が変更された場合の属性項目を表す識別子。,コードリスト「変遷IDコード」
KsjTmplt-N05-v1_3.html,1,変遷備考(N05_008),変遷IDで示した属性の内容を記述する。,文字列型(CharacterString)
KsjTmplt-N05-v1_3.html,1,備考(N05_009),駅位置や路線位置が不明確な場合の図形データの精度に関するコメント。,文字列型(CharacterString)
KsjTmplt-N05-v1_3.html,2,路線,整備対象とした駅間を結ぶ区間とする。なお、駅と同様に乗客を乗せて運行する路線を整備対象とする（操車場へ向かう路線は整備対象外）。,曲線型（GM_Curve）
KsjTmplt-N05-v1_3.html,2,関係備考(N05_010),主たる関係ID以外のその他の関係ID,文字列型(CharacterString)
KsjTmplt-N05-v1_3.html,3,地点,鉄道・軌道（索道は除く）沿いに設置される「一般駅」「旅客駅」「臨時駅（臨時乗降場、仮停車場、仮乗降場）」の乗客が乗降できる駅とし、貨物のみを取り扱うような貨物駅や信号場、操車場は整備対象外とする。また、休止駅は廃止駅ではないため整備対象とする。,点型（GM_Point）
KsjTmplt-N05-v1_3.html,3,駅名(N05_011),駅の名称。,文字列型(CharacterString)
KsjTmplt-N06-v1_2.html,1,路線,路線区間の位置,曲線型（GM_Curve）
KsjTmplt-N06-v1_2.html,1,供用開始年（N06_001）,路線区間・接続部（IC・JCT）ごとの供用開始年（西暦）,時間型（TM_Instant）
KsjTmplt-N06-v1_2.html,1,設置期間(開始年)（N06_002）,地物が設置（開業）された年,時間型（TM_Period）
KsjTmplt-N06-v1_2.html,1,設置期間(終了年)（N06_003）,地物が廃止（変更・廃止）された年の1年前の年。継続中の場合は9999,時間型（TM_Period）
KsjTmplt-N06-v1_2.html,1,関係ID（N06_004）,区間、接合部の属性が変更された場合の同一地物の時系列変化データであることを表すグループID（その他の情報欄に詳細を説明）,文字列型（CharacterString）
KsjTmplt-N06-v1_2.html,1,変遷ID（N06_005）,同一年次に複数回属性が変更された場合の属性項目を表す識別子,コードリスト「変遷IDコード」
KsjTmplt-N06-v1_2.html,1,変遷備考（N06_006）,変遷IDで示した属性の内容を記述する,文字列型（CharacterString）
KsjTmplt-N06-v1_2.html,1,路線名（N06_007）,高速道路の路線名,文字列型（CharacterString）
KsjTmplt-N06-v1_2.html,1,路線種別（N06_008）,高速道路の種別,コードリスト「路線種別コード」
KsjTmplt-N06-v1_2.html,1,供用状況（N06_009）,当該路線が供用されている状況の区分,コードリスト「供用状況コード」
KsjTmplt-N06-v1_2.html,1,車線数（N06_010）,当該路線区間の車線数（上下線の合計）不明の場合は999,整数型（Integer）
KsjTmplt-N06-v1_2.html,1,関係備考（N06_011）,路線データについて、同一地物の時系列変化によってグループの変化があった場合の、主たる関係ID以外のその他の関係ID,文字列型（CharacterString）
KsjTmplt-N06-v1_2.html,2,地点,接合部（ＩＣ・JＣＴ）の位置,点型（GM_Point）
KsjTmplt-N06-v1_2.html,2,供用開始年（N06_012）,路線区間・接続部（IC・JCT）ごとの供用開始年（西暦）,時間型（TM_Instant）
KsjTmplt-N06-v1_2.html,2,設置期間(開始年)（N06_013）,地物が設置（開業）された年,時間型（TM_Period）
KsjTmplt-N06-v1_2.html,2,設置期間(終了年)（N06_014）,地物が廃止（変更・廃止）された年の1年前の年。継続中の場合は9999,時間型（TM_Period）
KsjTmplt-N06-v1_2.html,2,関係ID（N06_015）,区間、接合部の属性が変更された場合の同一地物の時系列変化データであることを表すグループID（その他の情報欄に詳細を説明）,文字列型（CharacterString）
KsjTmplt-N06-v1_2.html,2,変遷ID（N06_016）,同一年次に複数回属性が変更された場合の属性項目を表す識別子,コードリスト「変遷IDコード」
KsjTmplt-N06-v1_2.html,2,変遷備考（N06_017）,変遷IDで示した属性の内容を記述する,文字列型（CharacterString）
KsjTmplt-N06-v1_2.html,2,地点名（N06_018）,接続部の名称,文字列型（CharacterString）
KsjTmplt-N06-v1_2.html,2,接合部種別（N06_019）,接続部の種別,コードリスト「接合部種別コード」
KsjTmplt-N07.html,1,路線,バス路線の運行経路,線型（GM_Curve）
KsjTmplt-N07.html,1,バス区分(N07_001),バス路線の運行形態による区分,コードリスト「バス区分コード」
KsjTmplt-N07.html,1,事業者名(N07_002),バス路線を運営する事業者名（コミュニティバスは自治体名）,文字列型
KsjTmplt-N07.html,1,バス系統(N07_003),バス路線の系統番号・系統名。系統が未整備であれば路線名・事業者名と連番。,文字列型
KsjTmplt-N07.html,1,平日運行頻度(N07_004),平日の一日当たりの運行本数の平均値（本／日）,実数型
KsjTmplt-N07.html,1,土曜日運行頻度(N07_005),土曜日の一日の運行本数の平均値（本／日）,実数型
KsjTmplt-N07.html,1,日祝日運行頻度(N07_006),日曜日、祝日の一日の運行本数の平均値（本／日）,実数型
KsjTmplt-N07.html,1,備考(N07_007),バス路線に関する特記すべき事項,文字列型
KsjTmplt-N08-v1_4.html,1,空港区域,空港区域の位置,曲面型（GM_Surface）
KsjTmplt-N08-v1_4.html,1,行政区域（N08_001）,空港区域のある市区町村の行政コード,コードリスト「行政コード」
KsjTmplt-N08-v1_4.html,1,空港種別（N08_002）,空港の種類による区別,コードリスト「空港種別コード」
KsjTmplt-N08-v1_4.html,1,空港名称（N08_003）,空港の名称,文字列型（CharacterString）
KsjTmplt-N08-v1_4.html,1,設置者（N08_004）,空港を設立した組織,コードリスト「設置者・管理者コード」
KsjTmplt-N08-v1_4.html,1,管理者（N08_005）,空港を管理している組織,コードリスト「設置者・管理者コード」
KsjTmplt-N08-v1_4.html,1,滑走路本数（N08_006）,当該空港に存在する滑走路の本数,整数型（Integer）
KsjTmplt-N08-v1_4.html,1,滑走路延長（N08_007）,滑走路の延長の内、最も長い滑走路の長さ（ｍ）,整数型（Integer）
KsjTmplt-N08-v1_4.html,1,運用時間（開始）（N08_008）,1日のうちで空港の運用を開始する時刻,"順序型（整数型の配列）記述例）　07 30　（7時30分の場合）

記述例）　00 00　（0時0分の場合）※運用時間が24時間の場合、開始時間は「00 00」とする。

※供用開始前の空港は「00 00」とする※不明な場合は「99 99」とする。"
KsjTmplt-N08-v1_4.html,1,運用時間（終了）（N08_009）,1日のうちで、空港の運用を終了する時刻,"順序型（整数型の配列）記述例）　21 30　（21時30分の場合）

記述例）　24 00　（24時0分の場合）※運用時間が24時間の場合、終了時間は「24 00」とする。

※供用開始前の空港は「00 00」とする※不明な場合は「99 99」とする。"
KsjTmplt-N08-v1_4.html,1,定期便（N08_010）,定期便の有無,コードリスト「定期便コード」
KsjTmplt-N08-v1_4.html,1,ジェット化（N08_011）,空港のジェット化の状況,コードリスト「ジェット化コード」
KsjTmplt-N08-v1_4.html,1,供用開始年（N08_012）,空港が最初に供用された年（西暦）,時間型（TM_Instant）
KsjTmplt-N08-v1_4.html,1,供用状況（N08_013）,標点が供用されている状況,コードリスト「供用状況コード」
KsjTmplt-N08-v1_4.html,1,設置期間(開始年)（N08_014）,該当する空港が設置開始（開業）された年,時間型（TM_Instant）
KsjTmplt-N08-v1_4.html,1,設置期間(終了年)（N08_015）,該当する空港が廃止（変更・廃止）された年の1年前の年地物が継続中の場合は9999,時間型（TM_Instant）
KsjTmplt-N08-v1_4.html,1,関係ID（N08_016）,空港区域の属性が変更された場合の同一地物の時系列変化データであることを表すグループID（その他の情報欄に詳細を説明）,文字列型（CharacterString）
KsjTmplt-N08-v1_4.html,1,変遷ID（N08_017）,同一年次に複数回属性が変更された場合の属性項目を表す識別子,コードリスト「変遷IDコード」
KsjTmplt-N08-v1_4.html,1,変遷備考（N08_018）,変遷IDで示した属性の内容を記述する,文字列型（CharacterString）
KsjTmplt-N08-v1_4.html,2,地点,地点の位置,点型（GM_Point）
KsjTmplt-N08-v1_4.html,2,空港名称（N08_019）,標点が属する空港の名称,文字列型（CharacterString）
KsjTmplt-N08-v1_4.html,2,供用開始年（N08_020）,標点の供用が開始された年,時間型（TM_Instant）
KsjTmplt-N08-v1_4.html,2,供用状況（N08_021）,標点が供用されている状況,コードリスト「供用状況コード」
KsjTmplt-N08-v1_4.html,2,設置期間(開始年)（N08_022）,標点が設置開始（開業）された年,時間型（TM_Instant）
KsjTmplt-N08-v1_4.html,2,設置期間(終了年)（N08_023）,標点が廃止（変更・廃止）された年の1年前の年地物が継続中の場合は9999,時間型（TM_Instant）
KsjTmplt-N08-v1_4.html,2,関係ID（N08_024）,標点について、同一地物の時系列変化であることを示すID（その他の情報欄に詳細を説明）,文字列型（CharacterString）
KsjTmplt-N08-v1_4.html,2,備考（N08_025）,官報に記載された緯度経度情報をもとに作成した標点が、当該空港区域内にプロットされず標点位置を移動した際に記載する。,文字列型（CharacterString）記述例）「標点位置は官報の座標（北緯XX°YY′ZZ″、東経XX°YY′ZZ″）から、現在の位置に移動した。」
KsjTmplt-N09.html,1,地点,港の位置,点型 (GM　Point)
KsjTmplt-N09.html,1,港ID（N09_001）,起終点・寄港地のコード【都道府県コード＋3桁(連番）】,文字列型
KsjTmplt-N09.html,1,都道府県名（N09_002）,起終点・寄港地のある都道府県名,文字列型
KsjTmplt-N09.html,1,島嶼名（N09_003）,起終点・寄港地のある島嶼名（島でない場合は空欄）,文字列型
KsjTmplt-N09.html,1,港名（N09_004）,「ガイド」の標準ダイヤに記載されている起終点・寄港地の名称,文字列型
KsjTmplt-N09.html,2,路線,港間を結ぶ線,線型(GM　Line)
KsjTmplt-N09.html,2,航路ID（N09_005）,航路に与えられた「現況調査」の「管理番号」,文字列型
KsjTmplt-N09.html,2,航路名（N09_006）,「現況調査」に掲載されている航路の名称,文字列型
KsjTmplt-N09.html,2,航路の起終点（N09_007）,航路の起点及び終点の港名を、「○○〜△△」の形式で入力したもの,文字列型
KsjTmplt-N09.html,2,航路の総距離（N09_008）,航路の全体の公称（不明の場合は「-99999」を入力）,実数型
KsjTmplt-N09.html,2,事業者名（N09_009）,「現況調査」に掲載されている航路を運航する事業者名,文字列型
KsjTmplt-N09.html,2,航路線ID（N09_010）,各航路線データのコード【航路コード＋2桁】,文字列型
KsjTmplt-N09.html,2,港ID1（N09_011）,航路線データの起点側の港ID,文字列型
KsjTmplt-N09.html,2,港1島嶼名（N09_012）,航路線データの起点側の港がある島嶼名,文字列型
KsjTmplt-N09.html,2,港名1（N09_013）,航路線データの起点側の港名,文字列型
KsjTmplt-N09.html,2,港ID2（N09_014）,航路線データの終点側の港ID,文字列型
KsjTmplt-N09.html,2,港2島嶼名（N09_015）,航路線データの終点側の港がある島嶼名,文字列型
KsjTmplt-N09.html,2,港名2（N09_016）,航路線データの終点側の港名,文字列型
KsjTmplt-N09.html,2,航行している航種(フェリー)（N09_017）,当該航路線にフェリーが就航する場合は「true」、しない場合は「false」,文字列型
KsjTmplt-N09.html,2,航行している航種(旅客船)（N09_018）,当該航路線に旅客船が就航する場合は「true」、しない場合は「false」,文字列型
KsjTmplt-N09.html,2,航行している航種(高速船)（N09_019）,当該航路線に高速船が就航する場合は「true」、しない場合は「false」,文字列型
KsjTmplt-N09.html,2,航行している航種(ジェットフォイル)（N09_020）,当該航路線にジェットフォイルが就航する場合は「true」、しない場合は「false」,文字列型
KsjTmplt-N09.html,2,航行している航種(その他)（N09_021）,当該航路線にフェリー、旅客船、高速船、ジェットフォイル以外の船種が就航する場合は「true」、しない場合は「false」,文字列型
KsjTmplt-N09.html,2,便数（上り）（N09_022）,当該航路線の船舶が「港1」を出発する1日当たりの回数（不確定な便数は「999.99」を入力）,実数型
KsjTmplt-N09.html,2,便数（下り）（N09_023）,当該航路線の船舶が「港2」を出発する1日当たりの回数（不確定な便数は「999.99」を入力）,実数型
KsjTmplt-N09.html,2,所要時間（最短）（N09_024）,当該航路線の港１と港２の間を運航するのに要する最短時間(不明の場合は「-99999」を入力）,実数型
KsjTmplt-N09.html,2,所要時間（最長）（N09_025）,当該航路線の港１と港２の間を運航するのに要する最長時間（所要時間が一つのものは最短のみ入力し最長には「-99999」を入力）,実数型
KsjTmplt-N09.html,2,標準ダイヤの運行期間（N09_026）,各航路で選択した「標準ダイヤ」の運行期間ダイヤが一つの場合は空欄,文字列型
KsjTmplt-N09.html,2,旅客定員（最大）（N09_027）,当該航路線を運行する船舶の旅客定員の最大（不明な場合は「-99999」を入力）,実数型
KsjTmplt-N09.html,2,旅客定員（最小）（N09_028）,当該航路線を運行する船舶の旅客定員の最少（定員数が一つの場合は最大に入力し最少には「-99999」を入力）,実数型
KsjTmplt-N09.html,2,乗用車積載可能車両数（N09_029）,当該航路線を運行する船舶の乗用車積載可能車両数（複数の船種がある場合は最大の値、該当する値がない場合は「-99999」を入力）,実数型
KsjTmplt-N09.html,2,トラック積載可能車両数（N09_030）,当該航路線を運行する船舶のトラック積載可能車両数（複数の船種がある場合は最大の値、該当する値がない場合は「-99999」を入力）,実数型
KsjTmplt-N10-v1_1.html,1,緊急輸送道路,緊急輸送道路として指定された道路の空間範囲,線型（GM_Curve）
KsjTmplt-N10-v1_1.html,2,都道府県コード(N10_001),対象道路の存在する都道府県のコード,コードリスト「都道府県コード」
KsjTmplt-N10-v1_1.html,2,区分(N10_002),緊急輸送道路の指定区分,コードリスト「緊急輸送道路区分コード」
KsjTmplt-N10-v1_1.html,2,道路種別(N10_003),緊急輸送道路に指定された道路の種別,コードリスト「道路種別コード」
KsjTmplt-N10-v1_1.html,2,路線名称(N10_004),緊急輸送道路に指定された道路の路線名称,文字列型(CharacterString)
KsjTmplt-N10-v1_1.html,2,任意ID(N10_005),緊急輸送道路の路線別を示すための固有のID,数値型(Integer)
KsjTmplt-N10-v1_1.html,2,枝ID(N10_006),緊急輸送道路の単一の路線が複数あるときに示すための枝番となるID,数値型(Integer)
KsjTmplt-N10-v1_1.html,2,資料名称(N10_007),出典資料の名称,文字列型(CharacterString)
KsjTmplt-N10-v1_1.html,2,資料年月(N10_008),出典資料が策定された年月,文字列型(CharacterString)
KsjTmplt-N11.html,1,ヘリポート,ヘリポートの敷地のおおよそ中心の位置,点型（GM_Point）
KsjTmplt-N11.html,2,名称(N11_001),ヘリポートの名称,文字列型(CharacterString)
KsjTmplt-N11.html,2,航空法分類(N11_002),航空法における分類,コードリスト「航空法分類コード」
KsjTmplt-N11.html,2,地域防災計画分類(N11_003),地域防災計画等における分類,文字列型(CharacterString)
KsjTmplt-N11.html,2,都道府県コード(N11_004),所在地の都道府県コード,コードリスト「都道府県コード」
KsjTmplt-N11.html,2,所在地(N11_005),ヘリポートの住所,文字列型(CharacterString)
KsjTmplt-N11.html,2,管理者名(N11_006),ヘリポートの管理者名（占有者等も含む）,文字列型(CharacterString)
KsjTmplt-N11.html,2,滑走路面積(N11_007),滑走路の面積（長さ×幅(m)や面積（㎡)）,文字列型(CharacterString)
KsjTmplt-P02-v4_0.html,1,行政区域コード,都道府県コードと市区町村コードからなる、行政区を特定するためのコード。,コードリスト「行政コード」
KsjTmplt-P02-v4_0.html,1,公共施設大分類,公共施設の用途による大分類。,コードリスト「公共施設大分類コード」
KsjTmplt-P02-v4_0.html,1,公共施設小分類,公共施設の用途による小分類。,コードリスト「公共施設小分類コード」
KsjTmplt-P02-v4_0.html,1,名称,公共施設の正式名称。,文字列型型
KsjTmplt-P02-v4_0.html,1,所在地,公共施設の市区町村名を省いた所在地。,文字列型
KsjTmplt-P02-v4_0.html,1,管理者コード,公共施設の管理者を区分するためのコード。,コードリスト「公共施設管理者コード」
KsjTmplt-P02-v4_0.html,1,原典資料名,公共施設の位置の取得に利用した原典資料の名称。,文字列型
KsjTmplt-P03.html,1,位置,当該発電施設が設置されている地点,点型（GM_Point）
KsjTmplt-P03.html,1,"事業者名等
      (P03_0001)",当該発電施設を設置・運営する事業者、発電部門あるいは設置者の名称,文字列型
KsjTmplt-P03.html,1,"発電施設名称
      (P03_0002)",当該発電施設の名称,文字列型
KsjTmplt-P03.html,1,"所在地
      (P03_0003)",当該発電施設が設置されている都道府県名、地名または住所,文字列型
KsjTmplt-P03.html,1,"既設・建設中区分
      (P03_0004)",当該発電施設が、データ基準時点で、既設か建設中かの区分,コードリスト型「工事中コード」
KsjTmplt-P03.html,1,"運転開始年月日
      (P03_0005)",当該発電施設の運転が開始された年月日,"時間型（TM_Instant）
      ※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する."
KsjTmplt-P03.html,1,"出力
      (P03_0006)",当該発電施設の能力を示す、認可された又は届け出された最大の出力量.「最大出力」、「認可出力」あるいは「認可最大出力」と呼ぶ場合もある,実数型
KsjTmplt-P03.html,1,エネルギー認定,当該発電施設が、グリーン発電電力設備認定や「電気事業者による新エネルギー等の利用に関する特別措置法」（RPS法）に基づく認定設備である場合に、認定された内容を示す,NA
KsjTmplt-P03.html,1,"&nbsp_RPS法_認定日
      (P03_0007)",当該発電施設が認定された年月日,"時間型（TM_Instant）
      ※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する"
KsjTmplt-P03.html,1,"&nbsp_RPS法_発電出力
      (P03_0008)",RPS法により認定された発電出力.単位は「kW」とする,整数型
KsjTmplt-P03.html,1,"&nbsp_グリーン発電電力設備_認定日
      (P03_0009)",当該発電施設が認定された年月日,"時間型（TM_Instant）
      ※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する"
KsjTmplt-P03.html,1,"&nbsp_グリーン発電電力設備_設備容量
      (P03_0010)",グリーン発電電力設備認定により認定された設備容量.単位は「kW」とする,実数型
KsjTmplt-P03.html,2,水系名（P03_0101）,当該発電施設が設置されている水系の名称,文字列型
KsjTmplt-P03.html,2,型式（P03_0102）,当該発電施設で水力を発生させるために、水の落差を生じさせる方法,"コードリスト型
      （水力発電型式コード）
      １：ダム式、２：水路式、３：ダム水路"
KsjTmplt-P03.html,3,水系名（P03_0201）,当該発電施設が設置されている水系の名称,文字列型
KsjTmplt-P03.html,3,"最大使用水量
      (P03_0202)",当該発電施設の1秒あたりの最大使用水量.単位は「立方メートル/s」,実数型
KsjTmplt-P03.html,3,"最大有効落差
      (P03_0203)",当該発電施設の上池と下池の水位の最大高低差.単位は「m」,実数型
KsjTmplt-P03.html,3,"上池
      (P03_0204)",当該発電施設の水力を発生させる上側の池情報のシェープファイルのID,文字列型
KsjTmplt-P03.html,3,"下池
      (P03_0205)",当該発電施設の水力を発生させる下側の池情報のシェープファイルのID,文字列型
KsjTmplt-P03.html,3,"水車容量
      (P03_0206)",当該発電施設の水力を発生させる発電用水車の容量.単位は「kW」,整数型
KsjTmplt-P03.html,3,"水車形式
      (P03_0207)",当該発電施設の水力を発生させる発電用水車の型式,列挙型（立軸、横軸、斜流型、フランシス型、ポンプ水車）
KsjTmplt-P03.html,3,"水車台数
      (P03_0208)",当該発電施設の水力を発生させる発電用水車の設置台数,整数型
KsjTmplt-P03.html,3,"水力原動力
      (P03_0209)",当該発電施設の水力を発生させるために、自然流量及び揚水機を利用して揚水をおこなっているか（=混合揚水式水力）、または揚水機を利用して揚水をおこなっているか（=純揚水式水力）による分類,"コードリスト型
      （水力原動力コード）
      １：混合揚水式水力
      ２：純揚水式水力"
KsjTmplt-P03.html,4,"ID
      (P03_0301)",地物ごとに割り当てられた識別コード,文字列型
KsjTmplt-P03.html,4,"名称
      (P03_0302)",上池または下池の名称,文字列型
KsjTmplt-P03.html,4,"有効容量
      (P03_0303)","上池または下池の容量.単位は「1,000立方メートル」",整数型
KsjTmplt-P03.html,4,"利用水深
      (P03_0304)",上池または下池の水深.単位は「m」,実数型
KsjTmplt-P03.html,5,"号機
      (P03_0401)",当該発電施設の号番号,文字列型
KsjTmplt-P03.html,5,"転換年月
      (P03_0402)",当該発電施設の燃料を転換した年月,"時間型（TM_Instant）
      ※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する"
KsjTmplt-P03.html,5,"専・混焼の別
      (P03_0403)",当該発電施設が、燃料を単一種類で燃焼させるか、複数種類を混ぜて燃焼させるかの区分,列挙型(専焼、混焼、専混焼)
KsjTmplt-P03.html,5,"火力原動力
      (P03_0404)",当該発電施設の動力となる燃料の種類,"コードリスト型
      火力原動力コード"
KsjTmplt-P03.html,5,"混焼含有物
      (P03_0405)",当該発電施設が混焼の場合、混焼する燃料の種類,列挙型(石炭、石炭（CWM）、原油、重油、軽油、灯油、残渣油、天然ガス、LNG（液化天然ガス）、LPG（液化石油ガス）、都市ガス、ミックスガス、ナフサ、COM（石炭石油混合燃料）、COG（石炭乾溜ガス）、BFG（高炉用ガス）、LDG（転炉ガス）、廃棄物、瀝青質混合物)
KsjTmplt-P03.html,5,排煙脱硫装置,火力発電施設を構成する設備で、化石燃料などの燃焼等による排ガスから硫黄酸化物（SOx）を除去するための設備,NA
KsjTmplt-P03.html,5,"排煙脱硫装置_脱硫方式
	(P03_0406)",排煙脱硫装置の脱硫の方法,文字列型
KsjTmplt-P03.html,5,"排煙脱硫装置_処理ガス量
	(P03_0407)",排煙脱硫装置の時間あたりの処理能力.単位は「10^3N立方メートル/h」,実数型
KsjTmplt-P03.html,5,"排煙脱硫装置_比率
	(P03_0408)",排煙脱硫装置の脱硫効率（排煙中の硫黄酸化物のガス量に対する排煙脱硫装置によって除去される硫黄酸化物のガス量の比率）.単位は「%」,整数型
KsjTmplt-P03.html,5,排煙脱硝装置,火力発電施設を構成する設備で、化石燃料などの燃焼等による排ガスから窒素酸化物（NOx）を除去するための設備,NA
KsjTmplt-P03.html,5,"排煙脱硝装置_処理ガス量
	(P03_0409)",排煙脱硝装置の時間あたりの処理能力.単位は「10^3×Ｎ立方メートル/h」,実数型
KsjTmplt-P03.html,5,"排煙脱硝装置_比率
	(P03_0410)",排煙脱硝装置の脱硝効率（排煙中の窒素酸化物のガス量に対する排煙脱硝装置によって除去される窒素酸化物のガス量の比率）.単位は「%」,整数型
KsjTmplt-P03.html,6,"蒸気供給部門
      (P03_0501)",当該発電施設の蒸気供給部門を担う事業者の名称,文字列型
KsjTmplt-P03.html,6,"号機
      (P03_0502)",当該発電施設の号番号,文字列型
KsjTmplt-P03.html,7,"号機
      (P03_0601)",当該発電施設の設備番号,文字列型
KsjTmplt-P03.html,7,"炉型
      (P03_0602)",当該発電施設の原子炉の種類,"コードリスト型
      炉型コード"
KsjTmplt-P03.html,7,"電源開発基本計画 組入年月
      (P03_0603)",当該発電施設の計画が、電源開発調査審議会の議を経て電源開発基本計画に組入れられた年月,"時間型（TM_Instant）
      ※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する"
KsjTmplt-P03.html,7,"原子炉設置許可年月日
      (P03_0604)",当該発電施設の設置が、経済産業大臣によって許可された年月日,"時間型（TM_Instant）
      ※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する"
KsjTmplt-P03.html,7,"第一回工事計画認可年月
      (P03_0605)",当該発電施設の第一回目の工事計画が、経済産業大臣によって認可された年月,"時間型（TM_Instant）
      ※西暦で、4桁の「年」、2桁の「月」及び「日」を記述する"
KsjTmplt-P03.html,8,"号機
      (P03_0701)",当該発電施設の号番号,文字列型
KsjTmplt-P03.html,9,"号機
      (P03_0801)",当該発電施設の号番号,文字列型
KsjTmplt-P03.html,10,"種別
      (P03_0901)",当該発電施設で燃焼またはガス化する資源の区分,"コードリスト型
      バイオマス発電種別コード"
KsjTmplt-P04-v2_1.html,1,地点,医療機関の位置,点型（GM_Point）
KsjTmplt-P04-v2_1.html,1,医療機関分類（P04_001）,病院、診療所、歯科診療所の区分,コードリスト「医療機関分類コード」
KsjTmplt-P04-v2_1.html,1,施設名称（P04_002）,医療施設の名称,文字列型(CharacterString)
KsjTmplt-P04-v2_1.html,1,所在地（P04_003）,医療機関の所在地の住所,文字列型(CharacterString)
KsjTmplt-P04-v2_1.html,1,診療科目１（P04_004）,当該施設が有する診療科目,文字列型(CharacterString)
KsjTmplt-P04-v2_1.html,1,診療科目２（P04_005）,当該施設が有する診療科目（「診療科目１」が254バイトを超える場合使用）,文字列型(CharacterString)
KsjTmplt-P04-v2_1.html,1,診療科目３（P04_006）,当該施設が有する診療科目（「診療科目２」が254バイトを超える場合使用）,文字列型(CharacterString)
KsjTmplt-P04-v2_1.html,1,開設者分類（P04_007）,当該施設（病院のみ）を開設した組織または個人の分類,コードリスト「開設者分類コード」
KsjTmplt-P05.html,1,地点,市町村役場及び公的集会施設の位置。,点型（GM_Point）
KsjTmplt-P05.html,1,行政区域コード,都道府県コードと市区町村コードからなる、行政区を特定するためのコード。,コードリスト「行政コード」
KsjTmplt-P05.html,1,施設分類,市町村役場等及び公的集会施設の分類を表すコード。,コードリスト「施設分類コード」
KsjTmplt-P05.html,1,名称,市町村役場等及び公的集会施設の名称。,文字列型(CharacterString)
KsjTmplt-P05.html,1,所在地,市町村役場等及び公的集会施設の所在地。,文字列型(CharacterString)
KsjTmplt-P07-v2_1.html,1,地点,燃料給油所の位置。,点型（GM_Point）
KsjTmplt-P07-v2_1.html,1,所在地,燃料給油所の所在地。,文字列型(CharacterString)
KsjTmplt-P07-v2_1.html,1,店舗分類コード,燃料給油所の店舗分類を表すコード。,コードリスト「燃料店舗分類コード」
KsjTmplt-P09.html,1,施設数（ホテル）,各3次メッシュ内のホテルに分類される施設の数,整数型（Integer）
KsjTmplt-P09.html,1,施設数（旅館）,各3次メッシュ内の旅館に分類される施設の数,整数型（Integer）
KsjTmplt-P09.html,1,施設数（公共宿泊施設）,"各3次メッシュ内の公共宿泊施設に分類される施設の数
※他の区分に割り振っているため、実質的にはなし",整数型（Integer）
KsjTmplt-P09.html,1,施設数（民宿）,各3次メッシュ内の民宿に分類される施設の数,整数型（Integer）
KsjTmplt-P09.html,1,施設数（ペンション）,各3次メッシュ内のペンションに分類される施設の数,整数型（Integer）
KsjTmplt-P09.html,1,施設数（宿坊）,各3次メッシュ内の宿坊に分類される施設の数,整数型（Integer）
KsjTmplt-P09.html,1,施設数（コテージ・貸し別荘・山荘）,各3次メッシュ内のコテージ・貸し別荘・山荘に分類される施設の数,整数型（Integer）
KsjTmplt-P09.html,1,施設数（ユースホステル）,各3次メッシュ内のユースホステルに分類される施設の数,整数型（Integer）
KsjTmplt-P09.html,1,施設数（カプセルホテル）,各3次メッシュ内のカプセルホテルに分類される施設の数,整数型（Integer）
KsjTmplt-P09.html,1,施設数（研修センター）,各3次メッシュ内の研修センターに分類される施設の数,整数型　（Integer）
KsjTmplt-P09.html,1,施設総数,各3次メッシュ内の施設数の総数,整数型　（Integer）
